LFC,IP,VPVS
1.0,6629.317834904643,1.9640126250459988
1.0,6485.3934321893885,2.1484385261666374
1.0,6485.968728668413,2.2376484947862734
1.0,6592.131935914852,1.972602047819351
1.0,7127.9635449112975,1.9427515739849173
1.0,7442.068972595508,1.8563689286654637
1.0,6763.647284031815,2.2129026125470457
1.0,7157.109367729569,2.0295383572044585
1.0,6533.826246787981,2.1723831112564516
1.0,6190.018486201938,2.1152342526440755
1.0,6468.336688381098,2.324755719185449
1.0,6497.416121568531,2.3513425705766005
1.0,6395.232501170978,2.1015899972563035
1.0,7045.8685962175105,2.0742016275192485
1.0,6769.941244999961,1.9673290791811158
1.0,7574.555594821262,2.087363037841281
1.0,7112.615114037667,2.0446895343040907
1.0,6575.961381332359,2.1921727290891053
1.0,6994.199419794521,2.1065788925535367
1.0,6951.2003445015725,2.1802978003548414
1.0,6772.188834410368,2.283460477003464
1.0,6546.4196828752065,2.1006849057348305
1.0,6746.362904568615,1.9962945374756642
1.0,6581.742375120952,2.2490081350434923
1.0,6713.834522733268,2.231078839915091
1.0,7013.75402817582,2.1107601514386958
1.0,7859.6491464638075,1.9710818439364888
1.0,5990.152269001192,2.288824155210474
1.0,6783.552545539253,2.130849348368514
1.0,6923.865522100656,2.239710616777856
1.0,6414.161398929101,2.1646588974174463
1.0,6523.981422481071,2.202241366827726
1.0,6716.466756697806,2.204801716314231
1.0,7009.851886634591,2.0141560026810783
1.0,7581.934020388764,1.9994602105226205
1.0,7873.108148824254,1.9810640629675846
1.0,7275.072398309171,1.8305676594330598
1.0,7928.778026553964,2.043595234450811
1.0,6040.017626000509,2.271126180430578
1.0,6458.364829387904,2.186487435019253
1.0,6810.744901089916,2.0737680412796538
1.0,6865.355943652734,2.0475417405513796
1.0,7019.868241286576,2.2350669745807648
1.0,6705.116021423505,2.3720116693686104
1.0,7142.359386903375,2.1905500744667363
1.0,6129.52458057488,2.2180717173150097
1.0,6888.665937416151,2.042008001427332
1.0,6652.794660650554,2.1075832092229505
1.0,6225.604336491208,2.0869187712092017
1.0,6739.675388475464,2.3104085462307844
1.0,6359.604444032918,2.2748821893060165
